"","y","n_distinct(species)","...1","target_fid","rich_1d_geog","x","rich_2d","depth"
"8974",-5.5,4,8974,8166,2,59.5,1,4023.75
"8975",-5.5,4,8975,8166,2,59.5,1,4023.75
"8976",-5.5,4,8976,8166,2,59.5,1,4023.75
"8977",-5.5,4,8977,8166,2,59.5,1,4023.75
"8978",-5.5,4,8978,8167,2,60.5,1,4072
"8979",-5.5,4,8979,8167,2,60.5,1,4072
"8980",-5.5,4,8980,8167,2,60.5,1,4072
"8981",-5.5,4,8981,8167,2,60.5,1,4072
"8982",-5.5,4,8982,8168,2,61.5,1,3784
"8983",-5.5,4,8983,8168,2,61.5,1,3784
"8984",-5.5,4,8984,8168,2,61.5,1,3784
"8985",-5.5,4,8985,8168,2,61.5,1,3784
"8986",-5.5,4,8986,8169,2,62.5,1,4142
"8987",-5.5,4,8987,8169,2,62.5,1,4142
"8988",-5.5,4,8988,8169,2,62.5,1,4142
"8989",-5.5,4,8989,8169,2,62.5,1,4142
"8990",-5.5,4,8990,8170,2,63.5,1,4420.75
"8991",-5.5,4,8991,8170,2,63.5,1,4420.75
"8992",-5.5,4,8992,8170,2,63.5,1,4420.75
"8993",-5.5,4,8993,8170,2,63.5,1,4420.75
"8994",-5.5,4,8994,8171,2,64.5,1,3964.5
"8995",-5.5,4,8995,8171,2,64.5,1,3964.5
"8996",-5.5,4,8996,8171,2,64.5,1,3964.5
"8997",-5.5,4,8997,8171,2,64.5,1,3964.5
"8998",-5.5,4,8998,8172,2,65.5,1,3971.5
"8999",-5.5,4,8999,8172,2,65.5,1,3971.5
"9000",-5.5,4,9000,8172,2,65.5,1,3971.5
"9001",-5.5,4,9001,8172,2,65.5,1,3971.5
"9002",-5.5,4,9002,8173,2,66.5,1,4340
"9003",-5.5,4,9003,8173,2,66.5,1,4340
"9004",-5.5,4,9004,8173,2,66.5,1,4340
"9005",-5.5,4,9005,8173,2,66.5,1,4340
"9006",-5.5,4,9006,8174,2,67.5,1,3108.75
"9007",-5.5,4,9007,8174,2,67.5,1,3108.75
"9008",-5.5,4,9008,8174,2,67.5,1,3108.75
"9009",-5.5,4,9009,8174,2,67.5,1,3108.75
"9010",-5.5,4,9010,8175,2,68.5,1,4112.49951172
"9011",-5.5,4,9011,8175,2,68.5,1,4112.49951172
"9012",-5.5,4,9012,8175,2,68.5,1,4112.49951172
"9013",-5.5,4,9013,8175,2,68.5,1,4112.49951172
"9014",-5.5,4,9014,8176,2,69.5,1,3892.50024414
"9015",-5.5,4,9015,8176,2,69.5,1,3892.50024414
"9016",-5.5,4,9016,8176,2,69.5,1,3892.50024414
"9017",-5.5,4,9017,8176,2,69.5,1,3892.50024414
"9018",-5.5,4,9018,8177,3,70.5,2,4143.5
"9019",-5.5,4,9019,8177,3,70.5,2,4143.5
"9020",-5.5,4,9020,8177,3,70.5,2,4143.5
"9021",-5.5,4,9021,8177,3,70.5,2,4143.5
"9022",-5.5,4,9022,8177,3,70.5,2,4143.5
"9023",-5.5,4,9023,8177,3,70.5,2,4143.5
"9024",-5.5,4,9024,8177,3,70.5,2,4143.5
"9025",-5.5,4,9025,8177,3,70.5,2,4143.5
"9026",-5.5,4,9026,8177,3,70.5,2,4143.5
"9027",-5.5,4,9027,8178,3,71.5,1,805
"9028",-5.5,4,9028,8178,3,71.5,1,805
"9029",-5.5,4,9029,8178,3,71.5,1,805
"9030",-5.5,4,9030,8178,3,71.5,1,805
"9031",-5.5,4,9031,8178,3,71.5,1,805
"9032",-5.5,4,9032,8178,3,71.5,1,805
"9033",-5.5,4,9033,8178,3,71.5,1,805
"9034",-5.5,4,9034,8178,3,71.5,1,805
"9035",-5.5,4,9035,8178,3,71.5,1,805
"9036",-5.5,4,9036,8179,3,72.5,1,1930.49938965
"9037",-5.5,4,9037,8179,3,72.5,1,1930.49938965
"9038",-5.5,4,9038,8179,3,72.5,1,1930.49938965
"9039",-5.5,4,9039,8179,3,72.5,1,1930.49938965
"9040",-5.5,4,9040,8179,3,72.5,1,1930.49938965
"9041",-5.5,4,9041,8179,3,72.5,1,1930.49938965
"9042",-5.5,4,9042,8179,3,72.5,1,1930.49938965
"9043",-5.5,4,9043,8179,3,72.5,1,1930.49938965
"9044",-5.5,4,9044,8179,3,72.5,1,1930.49938965
"9045",-5.5,4,9045,8180,3,73.5,2,3124.75
"9046",-5.5,4,9046,8180,3,73.5,2,3124.75
"9047",-5.5,4,9047,8180,3,73.5,2,3124.75
"9048",-5.5,4,9048,8180,3,73.5,2,3124.75
"9049",-5.5,4,9049,8180,3,73.5,2,3124.75
"9050",-5.5,4,9050,8180,3,73.5,2,3124.75
"9051",-5.5,4,9051,8180,3,73.5,2,3124.75
"9052",-5.5,4,9052,8180,3,73.5,2,3124.75
"9053",-5.5,4,9053,8180,3,73.5,2,3124.75
"9054",-5.5,4,9054,8181,3,74.5,2,5147.75
"9055",-5.5,4,9055,8181,3,74.5,2,5147.75
"9056",-5.5,4,9056,8181,3,74.5,2,5147.75
"9057",-5.5,4,9057,8181,3,74.5,2,5147.75
"9058",-5.5,4,9058,8181,3,74.5,2,5147.75
"9059",-5.5,4,9059,8181,3,74.5,2,5147.75
"9060",-5.5,4,9060,8181,3,74.5,2,5147.75
"9061",-5.5,4,9061,8181,3,74.5,2,5147.75
"9062",-5.5,4,9062,8181,3,74.5,2,5147.75
"9063",-5.5,4,9063,8182,3,75.5,2,5253
"9064",-5.5,4,9064,8182,3,75.5,2,5253
"9065",-5.5,4,9065,8182,3,75.5,2,5253
"9066",-5.5,4,9066,8182,3,75.5,2,5253
"9067",-5.5,4,9067,8182,3,75.5,2,5253
"9068",-5.5,4,9068,8182,3,75.5,2,5253
"9069",-5.5,4,9069,8182,3,75.5,2,5253
"9070",-5.5,4,9070,8182,3,75.5,2,5253
"9071",-5.5,4,9071,8182,3,75.5,2,5253
"9072",-5.5,4,9072,8183,3,76.5,2,5137
"9073",-5.5,4,9073,8183,3,76.5,2,5137
"9074",-5.5,4,9074,8183,3,76.5,2,5137
"9075",-5.5,4,9075,8183,3,76.5,2,5137
"9076",-5.5,4,9076,8183,3,76.5,2,5137
"9077",-5.5,4,9077,8183,3,76.5,2,5137
"9078",-5.5,4,9078,8183,3,76.5,2,5137
"9079",-5.5,4,9079,8183,3,76.5,2,5137
"9080",-5.5,4,9080,8183,3,76.5,2,5137
"9081",-5.5,4,9081,8184,3,77.5,2,5144.5
"9082",-5.5,4,9082,8184,3,77.5,2,5144.5
"9083",-5.5,4,9083,8184,3,77.5,2,5144.5
"9084",-5.5,4,9084,8184,3,77.5,2,5144.5
"9085",-5.5,4,9085,8184,3,77.5,2,5144.5
"9086",-5.5,4,9086,8184,3,77.5,2,5144.5
"9087",-5.5,4,9087,8184,3,77.5,2,5144.5
"9088",-5.5,4,9088,8184,3,77.5,2,5144.5
"9089",-5.5,4,9089,8184,3,77.5,2,5144.5
"9090",-5.5,4,9090,8185,3,78.5,2,5026.5
"9091",-5.5,4,9091,8185,3,78.5,2,5026.5
"9092",-5.5,4,9092,8185,3,78.5,2,5026.5
"9093",-5.5,4,9093,8185,3,78.5,2,5026.5
"9094",-5.5,4,9094,8185,3,78.5,2,5026.5
"9095",-5.5,4,9095,8185,3,78.5,2,5026.5
"9096",-5.5,4,9096,8185,3,78.5,2,5026.5
"9097",-5.5,4,9097,8185,3,78.5,2,5026.5
"9098",-5.5,4,9098,8185,3,78.5,2,5026.5
"9099",-5.5,4,9099,8186,3,79.5,2,5188.5
"9100",-5.5,4,9100,8186,3,79.5,2,5188.5
"9101",-5.5,4,9101,8186,3,79.5,2,5188.5
"9102",-5.5,4,9102,8186,3,79.5,2,5188.5
"9103",-5.5,4,9103,8186,3,79.5,2,5188.5
"9104",-5.5,4,9104,8186,3,79.5,2,5188.5
"9105",-5.5,4,9105,8186,3,79.5,2,5188.5
"9106",-5.5,4,9106,8186,3,79.5,2,5188.5
"9107",-5.5,4,9107,8186,3,79.5,2,5188.5
"9108",-5.5,4,9108,8187,3,80.5,2,5152.5
"9109",-5.5,4,9109,8187,3,80.5,2,5152.5
"9110",-5.5,4,9110,8187,3,80.5,2,5152.5
"9111",-5.5,4,9111,8187,3,80.5,2,5152.5
"9112",-5.5,4,9112,8187,3,80.5,2,5152.5
"9113",-5.5,4,9113,8187,3,80.5,2,5152.5
"9114",-5.5,4,9114,8187,3,80.5,2,5152.5
"9115",-5.5,4,9115,8187,3,80.5,2,5152.5
"9116",-5.5,4,9116,8187,3,80.5,2,5152.5
"9117",-5.5,4,9117,8188,3,81.5,2,5174.25
"9118",-5.5,4,9118,8188,3,81.5,2,5174.25
"9119",-5.5,4,9119,8188,3,81.5,2,5174.25
"9120",-5.5,4,9120,8188,3,81.5,2,5174.25
"9121",-5.5,4,9121,8188,3,81.5,2,5174.25
"9122",-5.5,4,9122,8188,3,81.5,2,5174.25
"9123",-5.5,4,9123,8188,3,81.5,2,5174.25
"9124",-5.5,4,9124,8188,3,81.5,2,5174.25
"9125",-5.5,4,9125,8188,3,81.5,2,5174.25
"9126",-5.5,4,9126,8189,3,82.5,2,5112.5
"9127",-5.5,4,9127,8189,3,82.5,2,5112.5
"9128",-5.5,4,9128,8189,3,82.5,2,5112.5
"9129",-5.5,4,9129,8189,3,82.5,2,5112.5
"9130",-5.5,4,9130,8189,3,82.5,2,5112.5
"9131",-5.5,4,9131,8189,3,82.5,2,5112.5
"9132",-5.5,4,9132,8189,3,82.5,2,5112.5
"9133",-5.5,4,9133,8189,3,82.5,2,5112.5
"9134",-5.5,4,9134,8189,3,82.5,2,5112.5
"9135",-5.5,4,9135,8190,3,83.5,1,5315
"9136",-5.5,4,9136,8190,3,83.5,1,5315
"9137",-5.5,4,9137,8190,3,83.5,1,5315
"9138",-5.5,4,9138,8190,3,83.5,1,5315
"9139",-5.5,4,9139,8190,3,83.5,1,5315
"9140",-5.5,4,9140,8190,3,83.5,1,5315
"9141",-5.5,4,9141,8190,3,83.5,1,5315
"9142",-5.5,4,9142,8190,3,83.5,1,5315
"9143",-5.5,4,9143,8190,3,83.5,1,5315
"9144",-5.5,4,9144,8191,3,84.5,2,5031.25
"9145",-5.5,4,9145,8191,3,84.5,2,5031.25
"9146",-5.5,4,9146,8191,3,84.5,2,5031.25
"9147",-5.5,4,9147,8191,3,84.5,2,5031.25
"9148",-5.5,4,9148,8191,3,84.5,2,5031.25
"9149",-5.5,4,9149,8191,3,84.5,2,5031.25
"9150",-5.5,4,9150,8191,3,84.5,2,5031.25
"9151",-5.5,4,9151,8191,3,84.5,2,5031.25
"9152",-5.5,4,9152,8191,3,84.5,2,5031.25
"9153",-5.5,4,9153,8192,3,85.5,2,5036
"9154",-5.5,4,9154,8192,3,85.5,2,5036
"9155",-5.5,4,9155,8192,3,85.5,2,5036
"9156",-5.5,4,9156,8192,3,85.5,2,5036
"9157",-5.5,4,9157,8192,3,85.5,2,5036
"9158",-5.5,4,9158,8192,3,85.5,2,5036
"9159",-5.5,4,9159,8192,3,85.5,2,5036
"9160",-5.5,4,9160,8192,3,85.5,2,5036
"9161",-5.5,4,9161,8192,3,85.5,2,5036
"9162",-5.5,4,9162,8193,3,86.5,2,5053.25
"9163",-5.5,4,9163,8193,3,86.5,2,5053.25
"9164",-5.5,4,9164,8193,3,86.5,2,5053.25
"9165",-5.5,4,9165,8193,3,86.5,2,5053.25
"9166",-5.5,4,9166,8193,3,86.5,2,5053.25
"9167",-5.5,4,9167,8193,3,86.5,2,5053.25
"9168",-5.5,4,9168,8193,3,86.5,2,5053.25
"9169",-5.5,4,9169,8193,3,86.5,2,5053.25
"9170",-5.5,4,9170,8193,3,86.5,2,5053.25
"9171",-5.5,4,9171,8194,3,87.5,2,5128
"9172",-5.5,4,9172,8194,3,87.5,2,5128
"9173",-5.5,4,9173,8194,3,87.5,2,5128
"9174",-5.5,4,9174,8194,3,87.5,2,5128
"9175",-5.5,4,9175,8194,3,87.5,2,5128
"9176",-5.5,4,9176,8194,3,87.5,2,5128
"9177",-5.5,4,9177,8194,3,87.5,2,5128
"9178",-5.5,4,9178,8194,3,87.5,2,5128
"9179",-5.5,4,9179,8194,3,87.5,2,5128
"9180",-5.5,4,9180,8195,3,88.5,2,4782.25
"9181",-5.5,4,9181,8195,3,88.5,2,4782.25
"9182",-5.5,4,9182,8195,3,88.5,2,4782.25
"9183",-5.5,4,9183,8195,3,88.5,2,4782.25
"9184",-5.5,4,9184,8195,3,88.5,2,4782.25
"9185",-5.5,4,9185,8195,3,88.5,2,4782.25
"9186",-5.5,4,9186,8195,3,88.5,2,4782.25
"9187",-5.5,4,9187,8195,3,88.5,2,4782.25
"9188",-5.5,4,9188,8195,3,88.5,2,4782.25
"9189",-5.5,4,9189,8196,2,89.5,1,3558
"9190",-5.5,4,9190,8196,2,89.5,1,3558
"9191",-5.5,4,9191,8196,2,89.5,1,3558
"9192",-5.5,4,9192,8196,2,89.5,1,3558
"9193",-5.5,4,9193,8197,2,90.5,1,4936.5
"9194",-5.5,4,9194,8197,2,90.5,1,4936.5
"9195",-5.5,4,9195,8197,2,90.5,1,4936.5
"9196",-5.5,4,9196,8197,2,90.5,1,4936.5
"9197",-5.5,4,9197,8198,2,91.5,1,5119.5
"9198",-5.5,4,9198,8198,2,91.5,1,5119.5
"9199",-5.5,4,9199,8198,2,91.5,1,5119.5
"9200",-5.5,4,9200,8198,2,91.5,1,5119.5
"9201",-5.5,4,9201,8199,2,92.5,1,4677.75048828
"9202",-5.5,4,9202,8199,2,92.5,1,4677.75048828
"9203",-5.5,4,9203,8199,2,92.5,1,4677.75048828
"9204",-5.5,4,9204,8199,2,92.5,1,4677.75048828
"9205",-5.5,4,9205,8200,2,93.5,1,4967
"9206",-5.5,4,9206,8200,2,93.5,1,4967
"9207",-5.5,4,9207,8200,2,93.5,1,4967
"9208",-5.5,4,9208,8200,2,93.5,1,4967
"9209",-5.5,4,9209,8201,2,94.5,1,5068.5
"9210",-5.5,4,9210,8201,2,94.5,1,5068.5
"9211",-5.5,4,9211,8201,2,94.5,1,5068.5
"9212",-5.5,4,9212,8201,2,94.5,1,5068.5
"9213",-5.5,4,9213,8202,2,95.5,1,4651.50048828
"9214",-5.5,4,9214,8202,2,95.5,1,4651.50048828
"9215",-5.5,4,9215,8202,2,95.5,1,4651.50048828
"9216",-5.5,4,9216,8202,2,95.5,1,4651.50048828
"9217",-5.5,4,9217,8203,2,96.5,1,5196
"9218",-5.5,4,9218,8203,2,96.5,1,5196
"9219",-5.5,4,9219,8203,2,96.5,1,5196
"9220",-5.5,4,9220,8203,2,96.5,1,5196
"9221",-5.5,4,9221,8204,2,97.5,1,4843.25
"9222",-5.5,4,9222,8204,2,97.5,1,4843.25
"9223",-5.5,4,9223,8204,2,97.5,1,4843.25
"9224",-5.5,4,9224,8204,2,97.5,1,4843.25
"9225",-5.5,4,9225,8205,2,98.5,1,5080
"9226",-5.5,4,9226,8205,2,98.5,1,5080
"9227",-5.5,4,9227,8205,2,98.5,1,5080
"9228",-5.5,4,9228,8205,2,98.5,1,5080
"9229",-5.5,4,9229,8206,2,99.5,1,5054
"9230",-5.5,4,9230,8206,2,99.5,1,5054
"9231",-5.5,4,9231,8206,2,99.5,1,5054
"9232",-5.5,4,9232,8206,2,99.5,1,5054
"9233",-5.5,4,9233,8208,2,101.5,1,2391.24975586
"9234",-5.5,4,9234,8208,2,101.5,1,2391.24975586
"9235",-5.5,4,9235,8208,2,101.5,1,2391.24975586
"9236",-5.5,4,9236,8208,2,101.5,1,2391.24975586
"9237",-5.5,4,9237,8210,2,103.5,1,2084.75
"9238",-5.5,4,9238,8210,2,103.5,1,2084.75
"9239",-5.5,4,9239,8210,2,103.5,1,2084.75
"9240",-5.5,4,9240,8210,2,103.5,1,2084.75
"9241",-5.5,4,9241,8215,2,108.5,1,36
"9242",-5.5,4,9242,8215,2,108.5,1,36
"9243",-5.5,4,9243,8215,2,108.5,1,36
"9244",-5.5,4,9244,8215,2,108.5,1,36
"9245",-5.5,4,9245,8216,2,109.5,1,54.2500038147
"9246",-5.5,4,9246,8216,2,109.5,1,54.2500038147
"9247",-5.5,4,9247,8216,2,109.5,1,54.2500038147
"9248",-5.5,4,9248,8216,2,109.5,1,54.2500038147
"9249",-5.5,4,9249,8217,2,110.5,1,57.5
"9250",-5.5,4,9250,8217,2,110.5,1,57.5
"9251",-5.5,4,9251,8217,2,110.5,1,57.5
"9252",-5.5,4,9252,8217,2,110.5,1,57.5
"9253",-5.5,4,9253,8218,2,111.5,1,37.25
"9254",-5.5,4,9254,8218,2,111.5,1,37.25
"9255",-5.5,4,9255,8218,2,111.5,1,37.25
"9256",-5.5,4,9256,8218,2,111.5,1,37.25
"9257",-5.5,4,9257,8219,2,112.5,1,46.75
"9258",-5.5,4,9258,8219,2,112.5,1,46.75
"9259",-5.5,4,9259,8219,2,112.5,1,46.75
"9260",-5.5,4,9260,8219,2,112.5,1,46.75
"9261",-5.5,4,9261,8220,2,113.5,1,46.5
"9262",-5.5,4,9262,8220,2,113.5,1,46.5
"9263",-5.5,4,9263,8220,2,113.5,1,46.5
"9264",-5.5,4,9264,8220,2,113.5,1,46.5
"9265",-5.5,4,9265,8227,1,120.5,1,679.248901367
"9266",-4.5,4,9266,8275,1,39.5,1,34.2499237061
"9267",-4.5,4,9267,8290,1,54.5,1,42.2500114441
"9268",-4.5,4,9268,8291,1,55.5,1,41.7500228882
"9269",-4.5,4,9269,8294,2,58.5,1,4043.75
"9270",-4.5,4,9270,8294,2,58.5,1,4043.75
"9271",-4.5,4,9271,8294,2,58.5,1,4043.75
"9272",-4.5,4,9272,8294,2,58.5,1,4043.75
"9273",-4.5,4,9273,8295,2,59.5,1,4018
"9274",-4.5,4,9274,8295,2,59.5,1,4018
"9275",-4.5,4,9275,8295,2,59.5,1,4018
"9276",-4.5,4,9276,8295,2,59.5,1,4018
"9277",-4.5,4,9277,8296,2,60.5,1,3607.25
"9278",-4.5,4,9278,8296,2,60.5,1,3607.25
"9279",-4.5,4,9279,8296,2,60.5,1,3607.25
"9280",-4.5,4,9280,8296,2,60.5,1,3607.25
"9281",-4.5,4,9281,8297,2,61.5,1,3789.99975586
"9282",-4.5,4,9282,8297,2,61.5,1,3789.99975586
"9283",-4.5,4,9283,8297,2,61.5,1,3789.99975586
"9284",-4.5,4,9284,8297,2,61.5,1,3789.99975586
"9285",-4.5,4,9285,8298,2,62.5,1,4107
"9286",-4.5,4,9286,8298,2,62.5,1,4107
"9287",-4.5,4,9287,8298,2,62.5,1,4107
"9288",-4.5,4,9288,8298,2,62.5,1,4107
"9289",-4.5,4,9289,8299,2,63.5,1,4315.75
"9290",-4.5,4,9290,8299,2,63.5,1,4315.75
"9291",-4.5,4,9291,8299,2,63.5,1,4315.75
"9292",-4.5,4,9292,8299,2,63.5,1,4315.75
"9293",-4.5,4,9293,8300,2,64.5,1,4820.75
"9294",-4.5,4,9294,8300,2,64.5,1,4820.75
"9295",-4.5,4,9295,8300,2,64.5,1,4820.75
"9296",-4.5,4,9296,8300,2,64.5,1,4820.75
"9297",-4.5,4,9297,8301,2,65.5,1,4055
"9298",-4.5,4,9298,8301,2,65.5,1,4055
"9299",-4.5,4,9299,8301,2,65.5,1,4055
"9300",-4.5,4,9300,8301,2,65.5,1,4055
"9301",-4.5,4,9301,8302,2,66.5,1,3766
"9302",-4.5,4,9302,8302,2,66.5,1,3766
"9303",-4.5,4,9303,8302,2,66.5,1,3766
"9304",-4.5,4,9304,8302,2,66.5,1,3766
"9305",-4.5,4,9305,8303,2,67.5,1,3510.75024414
"9306",-4.5,4,9306,8303,2,67.5,1,3510.75024414
"9307",-4.5,4,9307,8303,2,67.5,1,3510.75024414
"9308",-4.5,4,9308,8303,2,67.5,1,3510.75024414
"9309",-4.5,4,9309,8304,2,68.5,1,2265.99975586
"9310",-4.5,4,9310,8304,2,68.5,1,2265.99975586
"9311",-4.5,4,9311,8304,2,68.5,1,2265.99975586
"9312",-4.5,4,9312,8304,2,68.5,1,2265.99975586
"9313",-4.5,4,9313,8305,2,69.5,1,2881.75024414
"9314",-4.5,4,9314,8305,2,69.5,1,2881.75024414
"9315",-4.5,4,9315,8305,2,69.5,1,2881.75024414
"9316",-4.5,4,9316,8305,2,69.5,1,2881.75024414
"9317",-4.5,4,9317,8306,2,70.5,1,3891
"9318",-4.5,4,9318,8306,2,70.5,1,3891
"9319",-4.5,4,9319,8306,2,70.5,1,3891
"9320",-4.5,4,9320,8306,2,70.5,1,3891
"9321",-4.5,4,9321,8307,3,71.5,2,3666.75
"9322",-4.5,4,9322,8307,3,71.5,2,3666.75
"9323",-4.5,4,9323,8307,3,71.5,2,3666.75
"9324",-4.5,4,9324,8307,3,71.5,2,3666.75
"9325",-4.5,4,9325,8307,3,71.5,2,3666.75
"9326",-4.5,4,9326,8307,3,71.5,2,3666.75
"9327",-4.5,4,9327,8307,3,71.5,2,3666.75
"9328",-4.5,4,9328,8307,3,71.5,2,3666.75
"9329",-4.5,4,9329,8307,3,71.5,2,3666.75
"9330",-4.5,4,9330,8308,3,72.5,1,1372.49926758
"9331",-4.5,4,9331,8308,3,72.5,1,1372.49926758
"9332",-4.5,4,9332,8308,3,72.5,1,1372.49926758
"9333",-4.5,4,9333,8308,3,72.5,1,1372.49926758
"9334",-4.5,4,9334,8308,3,72.5,1,1372.49926758
"9335",-4.5,4,9335,8308,3,72.5,1,1372.49926758
"9336",-4.5,4,9336,8308,3,72.5,1,1372.49926758
"9337",-4.5,4,9337,8308,3,72.5,1,1372.49926758
"9338",-4.5,4,9338,8308,3,72.5,1,1372.49926758
"9339",-4.5,4,9339,8309,3,73.5,1,2648.24975586
"9340",-4.5,4,9340,8309,3,73.5,1,2648.24975586
"9341",-4.5,4,9341,8309,3,73.5,1,2648.24975586
"9342",-4.5,4,9342,8309,3,73.5,1,2648.24975586
"9343",-4.5,4,9343,8309,3,73.5,1,2648.24975586
"9344",-4.5,4,9344,8309,3,73.5,1,2648.24975586
"9345",-4.5,4,9345,8309,3,73.5,1,2648.24975586
"9346",-4.5,4,9346,8309,3,73.5,1,2648.24975586
"9347",-4.5,4,9347,8309,3,73.5,1,2648.24975586
"9348",-4.5,4,9348,8310,3,74.5,2,4601.49951172
"9349",-4.5,4,9349,8310,3,74.5,2,4601.49951172
"9350",-4.5,4,9350,8310,3,74.5,2,4601.49951172
"9351",-4.5,4,9351,8310,3,74.5,2,4601.49951172
"9352",-4.5,4,9352,8310,3,74.5,2,4601.49951172
"9353",-4.5,4,9353,8310,3,74.5,2,4601.49951172
"9354",-4.5,4,9354,8310,3,74.5,2,4601.49951172
"9355",-4.5,4,9355,8310,3,74.5,2,4601.49951172
"9356",-4.5,4,9356,8310,3,74.5,2,4601.49951172
"9357",-4.5,4,9357,8311,3,75.5,2,5244
"9358",-4.5,4,9358,8311,3,75.5,2,5244
"9359",-4.5,4,9359,8311,3,75.5,2,5244
"9360",-4.5,4,9360,8311,3,75.5,2,5244
"9361",-4.5,4,9361,8311,3,75.5,2,5244
"9362",-4.5,4,9362,8311,3,75.5,2,5244
"9363",-4.5,4,9363,8311,3,75.5,2,5244
"9364",-4.5,4,9364,8311,3,75.5,2,5244
"9365",-4.5,4,9365,8311,3,75.5,2,5244
"9366",-4.5,4,9366,8312,3,76.5,2,4995.25
"9367",-4.5,4,9367,8312,3,76.5,2,4995.25
"9368",-4.5,4,9368,8312,3,76.5,2,4995.25
"9369",-4.5,4,9369,8312,3,76.5,2,4995.25
"9370",-4.5,4,9370,8312,3,76.5,2,4995.25
"9371",-4.5,4,9371,8312,3,76.5,2,4995.25
"9372",-4.5,4,9372,8312,3,76.5,2,4995.25
"9373",-4.5,4,9373,8312,3,76.5,2,4995.25
"9374",-4.5,4,9374,8312,3,76.5,2,4995.25
"9375",-4.5,4,9375,8313,3,77.5,2,5195.75
"9376",-4.5,4,9376,8313,3,77.5,2,5195.75
"9377",-4.5,4,9377,8313,3,77.5,2,5195.75
"9378",-4.5,4,9378,8313,3,77.5,2,5195.75
"9379",-4.5,4,9379,8313,3,77.5,2,5195.75
"9380",-4.5,4,9380,8313,3,77.5,2,5195.75
"9381",-4.5,4,9381,8313,3,77.5,2,5195.75
"9382",-4.5,4,9382,8313,3,77.5,2,5195.75
"9383",-4.5,4,9383,8313,3,77.5,2,5195.75
"9384",-4.5,4,9384,8314,3,78.5,2,4849.5
"9385",-4.5,4,9385,8314,3,78.5,2,4849.5
"9386",-4.5,4,9386,8314,3,78.5,2,4849.5
"9387",-4.5,4,9387,8314,3,78.5,2,4849.5
"9388",-4.5,4,9388,8314,3,78.5,2,4849.5
"9389",-4.5,4,9389,8314,3,78.5,2,4849.5
"9390",-4.5,4,9390,8314,3,78.5,2,4849.5
"9391",-4.5,4,9391,8314,3,78.5,2,4849.5
"9392",-4.5,4,9392,8314,3,78.5,2,4849.5
"9393",-4.5,4,9393,8315,3,79.5,2,4916.5
"9394",-4.5,4,9394,8315,3,79.5,2,4916.5
"9395",-4.5,4,9395,8315,3,79.5,2,4916.5
"9396",-4.5,4,9396,8315,3,79.5,2,4916.5
"9397",-4.5,4,9397,8315,3,79.5,2,4916.5
"9398",-4.5,4,9398,8315,3,79.5,2,4916.5
"9399",-4.5,4,9399,8315,3,79.5,2,4916.5
"9400",-4.5,4,9400,8315,3,79.5,2,4916.5
"9401",-4.5,4,9401,8315,3,79.5,2,4916.5
"9402",-4.5,4,9402,8316,3,80.5,2,5077.25
"9403",-4.5,4,9403,8316,3,80.5,2,5077.25
"9404",-4.5,4,9404,8316,3,80.5,2,5077.25
"9405",-4.5,4,9405,8316,3,80.5,2,5077.25
"9406",-4.5,4,9406,8316,3,80.5,2,5077.25
"9407",-4.5,4,9407,8316,3,80.5,2,5077.25
"9408",-4.5,4,9408,8316,3,80.5,2,5077.25
"9409",-4.5,4,9409,8316,3,80.5,2,5077.25
"9410",-4.5,4,9410,8316,3,80.5,2,5077.25
"9411",-4.5,4,9411,8317,3,81.5,2,4756.5
"9412",-4.5,4,9412,8317,3,81.5,2,4756.5
"9413",-4.5,4,9413,8317,3,81.5,2,4756.5
"9414",-4.5,4,9414,8317,3,81.5,2,4756.5
"9415",-4.5,4,9415,8317,3,81.5,2,4756.5
"9416",-4.5,4,9416,8317,3,81.5,2,4756.5
"9417",-4.5,4,9417,8317,3,81.5,2,4756.5
"9418",-4.5,4,9418,8317,3,81.5,2,4756.5
"9419",-4.5,4,9419,8317,3,81.5,2,4756.5
"9420",-4.5,4,9420,8318,3,82.5,2,3715.25
"9421",-4.5,4,9421,8318,3,82.5,2,3715.25
"9422",-4.5,4,9422,8318,3,82.5,2,3715.25
"9423",-4.5,4,9423,8318,3,82.5,2,3715.25
"9424",-4.5,4,9424,8318,3,82.5,2,3715.25
"9425",-4.5,4,9425,8318,3,82.5,2,3715.25
"9426",-4.5,4,9426,8318,3,82.5,2,3715.25
"9427",-4.5,4,9427,8318,3,82.5,2,3715.25
"9428",-4.5,4,9428,8318,3,82.5,2,3715.25
"9429",-4.5,4,9429,8319,3,83.5,2,4881.75
"9430",-4.5,4,9430,8319,3,83.5,2,4881.75
"9431",-4.5,4,9431,8319,3,83.5,2,4881.75
"9432",-4.5,4,9432,8319,3,83.5,2,4881.75
"9433",-4.5,4,9433,8319,3,83.5,2,4881.75
"9434",-4.5,4,9434,8319,3,83.5,2,4881.75
"9435",-4.5,4,9435,8319,3,83.5,2,4881.75
"9436",-4.5,4,9436,8319,3,83.5,2,4881.75
"9437",-4.5,4,9437,8319,3,83.5,2,4881.75
"9438",-4.5,4,9438,8320,3,84.5,2,5007.75
"9439",-4.5,4,9439,8320,3,84.5,2,5007.75
"9440",-4.5,4,9440,8320,3,84.5,2,5007.75
"9441",-4.5,4,9441,8320,3,84.5,2,5007.75
"9442",-4.5,4,9442,8320,3,84.5,2,5007.75
