"","TARGET_FID","richness","species","depth","x","y"
"30216",9919,5,"Stichopathes spiessi",5406,-140.5,20.5
"30217",9919,5,"Trissopathes pseudotristicha",5406,-140.5,20.5
"30218",9920,5,"Abyssopathes lyra",5122.75,-139.5,20.5
"30219",9920,5,"Alternatipathes alternata",5122.75,-139.5,20.5
"30220",9920,5,"Bathypathes patula",5122.75,-139.5,20.5
"30221",9920,5,"Stichopathes spiessi",5122.75,-139.5,20.5
"30222",9920,5,"Trissopathes pseudotristicha",5122.75,-139.5,20.5
"30223",9921,4,"Alternatipathes alternata",5117.5,-138.5,20.5
"30224",9921,4,"Bathypathes patula",5117.5,-138.5,20.5
"30225",9921,4,"Stichopathes spiessi",5117.5,-138.5,20.5
"30226",9921,4,"Trissopathes pseudotristicha",5117.5,-138.5,20.5
"30227",9922,4,"Alternatipathes alternata",5262.25,-137.5,20.5
"30228",9922,4,"Bathypathes patula",5262.25,-137.5,20.5
"30229",9922,4,"Stichopathes spiessi",5262.25,-137.5,20.5
"30230",9922,4,"Trissopathes pseudotristicha",5262.25,-137.5,20.5
"30231",9923,4,"Alternatipathes alternata",5364.75,-136.5,20.5
"30232",9923,4,"Bathypathes patula",5364.75,-136.5,20.5
"30233",9923,4,"Stichopathes spiessi",5364.75,-136.5,20.5
"30234",9923,4,"Trissopathes pseudotristicha",5364.75,-136.5,20.5
"30235",9924,4,"Alternatipathes alternata",5409.5,-135.5,20.5
"30236",9924,4,"Bathypathes patula",5409.5,-135.5,20.5
"30237",9924,4,"Stichopathes spiessi",5409.5,-135.5,20.5
"30238",9924,4,"Trissopathes pseudotristicha",5409.5,-135.5,20.5
"30239",9925,4,"Alternatipathes alternata",5365.5,-134.5,20.5
"30240",9925,4,"Bathypathes patula",5365.5,-134.5,20.5
"30241",9925,4,"Stichopathes spiessi",5365.5,-134.5,20.5
"30242",9925,4,"Trissopathes pseudotristicha",5365.5,-134.5,20.5
"30243",9926,4,"Alternatipathes alternata",4974.25,-133.5,20.5
"30244",9926,4,"Bathypathes patula",4974.25,-133.5,20.5
"30245",9926,4,"Stichopathes spiessi",4974.25,-133.5,20.5
"30246",9926,4,"Trissopathes pseudotristicha",4974.25,-133.5,20.5
"30247",9927,4,"Alternatipathes alternata",5127.25,-132.5,20.5
"30248",9927,4,"Bathypathes patula",5127.25,-132.5,20.5
"30249",9927,4,"Stichopathes spiessi",5127.25,-132.5,20.5
"30250",9927,4,"Trissopathes pseudotristicha",5127.25,-132.5,20.5
"30251",9928,3,"Alternatipathes alternata",4982.5,-131.5,20.5
"30252",9928,3,"Bathypathes patula",4982.5,-131.5,20.5
"30253",9928,3,"Stichopathes spiessi",4982.5,-131.5,20.5
"30254",9929,2,"Alternatipathes alternata",4711.5,-130.5,20.5
"30255",9929,2,"Bathypathes patula",4711.5,-130.5,20.5
"30256",9930,2,"Alternatipathes alternata",4793.5,-129.5,20.5
"30257",9930,2,"Bathypathes patula",4793.5,-129.5,20.5
"30258",9931,2,"Alternatipathes alternata",4561.5,-128.5,20.5
"30259",9931,2,"Bathypathes patula",4561.5,-128.5,20.5
"30260",9932,2,"Alternatipathes alternata",5089.5,-127.5,20.5
"30261",9932,2,"Bathypathes patula",5089.5,-127.5,20.5
"30262",9933,2,"Alternatipathes alternata",4763.75,-126.5,20.5
"30263",9933,2,"Bathypathes patula",4763.75,-126.5,20.5
"30264",9934,2,"Alternatipathes alternata",4544.75,-125.5,20.5
"30265",9934,2,"Bathypathes patula",4544.75,-125.5,20.5
"30266",9935,2,"Alternatipathes alternata",4492,-124.5,20.5
"30267",9935,2,"Bathypathes patula",4492,-124.5,20.5
"30268",9936,2,"Alternatipathes alternata",4287.5,-123.5,20.5
"30269",9936,2,"Bathypathes patula",4287.5,-123.5,20.5
"30270",9937,2,"Alternatipathes alternata",4222.75,-122.5,20.5
"30271",9937,2,"Bathypathes patula",4222.75,-122.5,20.5
"30272",9938,2,"Alternatipathes alternata",3467.75,-121.5,20.5
"30273",9938,2,"Bathypathes patula",3467.75,-121.5,20.5
"30274",9939,2,"Alternatipathes alternata",3829,-120.5,20.5
"30275",9939,2,"Bathypathes patula",3829,-120.5,20.5
"30276",9940,2,"Alternatipathes alternata",4212.5,-119.5,20.5
"30277",9940,2,"Bathypathes patula",4212.5,-119.5,20.5
"30278",9941,2,"Alternatipathes alternata",4010.75,-118.5,20.5
"30279",9941,2,"Bathypathes patula",4010.75,-118.5,20.5
"30280",9942,2,"Alternatipathes alternata",3357.75,-117.5,20.5
"30281",9942,2,"Bathypathes patula",3357.75,-117.5,20.5
"30282",9943,2,"Alternatipathes alternata",3816.75,-116.5,20.5
"30283",9943,2,"Bathypathes patula",3816.75,-116.5,20.5
"30284",9944,2,"Alternatipathes alternata",3207.75,-115.5,20.5
"30285",9944,2,"Bathypathes patula",3207.75,-115.5,20.5
"30286",9945,2,"Alternatipathes alternata",3669.5,-114.5,20.5
"30287",9945,2,"Bathypathes patula",3669.5,-114.5,20.5
"30288",9946,1,"Bathypathes patula",3970.25,-113.5,20.5
"30289",9947,1,"Bathypathes patula",3197.75,-112.5,20.5
"30290",9948,2,"Antipathes galapagensis",2439,-111.5,20.5
"30291",9948,2,"Bathypathes patula",2439,-111.5,20.5
"30292",9949,2,"Antipathes galapagensis",3126,-110.5,20.5
"30293",9949,2,"Bathypathes patula",3126,-110.5,20.5
"30294",9950,2,"Antipathes galapagensis",2819.25,-109.5,20.5
"30295",9950,2,"Bathypathes patula",2819.25,-109.5,20.5
"30296",9951,2,"Antipathes galapagensis",2987.5,-108.5,20.5
"30297",9951,2,"Bathypathes patula",2987.5,-108.5,20.5
"30298",9952,2,"Antipathes galapagensis",3166,-107.5,20.5
"30299",9952,2,"Bathypathes patula",3166,-107.5,20.5
"30300",9953,3,"Antipathes galapagensis",3786.75,-106.5,20.5
"30301",9953,3,"Bathypathes patula",3786.75,-106.5,20.5
"30302",9953,3,"Myriopathes panamensis",3786.75,-106.5,20.5
"30303",9954,3,"Antipathes galapagensis",99.74974,-105.5,20.5
"30304",9954,3,"Bathypathes patula",99.74974,-105.5,20.5
"30305",9954,3,"Myriopathes panamensis",99.74974,-105.5,20.5
"30306",9955,3,"Antipathes galapagensis",0,-104.5,20.5
"30307",9955,3,"Bathypathes patula",0,-104.5,20.5
"30308",9955,3,"Myriopathes panamensis",0,-104.5,20.5
"30309",9956,2,"Bathypathes patula",0,-103.5,20.5
"30310",9956,2,"Myriopathes panamensis",0,-103.5,20.5
"30311",9957,1,"Bathypathes patula",0,-102.5,20.5
"30312",9958,1,"Bathypathes patula",0,-101.5,20.5
"30313",9959,1,"Bathypathes patula",0,-100.5,20.5
"30314",9985,12,"Abyssopathes lyra",5205.25,-178.5,21.5
"30315",9985,12,"Alternatipathes alternata",5205.25,-178.5,21.5
"30316",9985,12,"Antipathes curvata",5205.25,-178.5,21.5
"30317",9985,12,"Bathypathes patula",5205.25,-178.5,21.5
"30318",9985,12,"Cirrhipathes anguina",5205.25,-178.5,21.5
"30319",9985,12,"Cirrhipathes spiralis",5205.25,-178.5,21.5
"30320",9985,12,"Dendropathes intermedia",5205.25,-178.5,21.5
"30321",9985,12,"Myriopathes ulex",5205.25,-178.5,21.5
"30322",9985,12,"Schizopathes affinis",5205.25,-178.5,21.5
"30323",9985,12,"Stichopathes spiessi",5205.25,-178.5,21.5
"30324",9985,12,"Trissopathes pseudotristicha",5205.25,-178.5,21.5
"30325",9985,12,"Trissopathes tristicha",5205.25,-178.5,21.5
"30326",9986,12,"Abyssopathes lyra",5598,-177.5,21.5
"30327",9986,12,"Alternatipathes alternata",5598,-177.5,21.5
"30328",9986,12,"Antipathes curvata",5598,-177.5,21.5
"30329",9986,12,"Bathypathes patula",5598,-177.5,21.5
"30330",9986,12,"Cirrhipathes anguina",5598,-177.5,21.5
"30331",9986,12,"Cirrhipathes spiralis",5598,-177.5,21.5
"30332",9986,12,"Dendropathes intermedia",5598,-177.5,21.5
"30333",9986,12,"Myriopathes ulex",5598,-177.5,21.5
"30334",9986,12,"Schizopathes affinis",5598,-177.5,21.5
"30335",9986,12,"Stichopathes spiessi",5598,-177.5,21.5
"30336",9986,12,"Trissopathes pseudotristicha",5598,-177.5,21.5
"30337",9986,12,"Trissopathes tristicha",5598,-177.5,21.5
"30338",9987,12,"Abyssopathes lyra",5075,-176.5,21.5
"30339",9987,12,"Alternatipathes alternata",5075,-176.5,21.5
"30340",9987,12,"Antipathes curvata",5075,-176.5,21.5
"30341",9987,12,"Bathypathes patula",5075,-176.5,21.5
"30342",9987,12,"Cirrhipathes anguina",5075,-176.5,21.5
"30343",9987,12,"Cirrhipathes spiralis",5075,-176.5,21.5
"30344",9987,12,"Dendropathes intermedia",5075,-176.5,21.5
"30345",9987,12,"Myriopathes ulex",5075,-176.5,21.5
"30346",9987,12,"Schizopathes affinis",5075,-176.5,21.5
"30347",9987,12,"Stichopathes spiessi",5075,-176.5,21.5
"30348",9987,12,"Trissopathes pseudotristicha",5075,-176.5,21.5
"30349",9987,12,"Trissopathes tristicha",5075,-176.5,21.5
"30350",9988,12,"Abyssopathes lyra",5476,-175.5,21.5
"30351",9988,12,"Alternatipathes alternata",5476,-175.5,21.5
"30352",9988,12,"Antipathes curvata",5476,-175.5,21.5
"30353",9988,12,"Bathypathes patula",5476,-175.5,21.5
"30354",9988,12,"Cirrhipathes anguina",5476,-175.5,21.5
"30355",9988,12,"Cirrhipathes spiralis",5476,-175.5,21.5
"30356",9988,12,"Dendropathes intermedia",5476,-175.5,21.5
"30357",9988,12,"Myriopathes ulex",5476,-175.5,21.5
"30358",9988,12,"Schizopathes affinis",5476,-175.5,21.5
"30359",9988,12,"Stichopathes spiessi",5476,-175.5,21.5
"30360",9988,12,"Trissopathes pseudotristicha",5476,-175.5,21.5
"30361",9988,12,"Trissopathes tristicha",5476,-175.5,21.5
"30362",9989,12,"Abyssopathes lyra",5521.25,-174.5,21.5
"30363",9989,12,"Alternatipathes alternata",5521.25,-174.5,21.5
"30364",9989,12,"Antipathes curvata",5521.25,-174.5,21.5
"30365",9989,12,"Bathypathes patula",5521.25,-174.5,21.5
"30366",9989,12,"Cirrhipathes anguina",5521.25,-174.5,21.5
"30367",9989,12,"Cirrhipathes spiralis",5521.25,-174.5,21.5
"30368",9989,12,"Dendropathes intermedia",5521.25,-174.5,21.5
"30369",9989,12,"Myriopathes ulex",5521.25,-174.5,21.5
"30370",9989,12,"Schizopathes affinis",5521.25,-174.5,21.5
"30371",9989,12,"Stichopathes spiessi",5521.25,-174.5,21.5
"30372",9989,12,"Trissopathes pseudotristicha",5521.25,-174.5,21.5
"30373",9989,12,"Trissopathes tristicha",5521.25,-174.5,21.5
"30374",9990,13,"Abyssopathes lyra",5337.5,-173.5,21.5
"30375",9990,13,"Alternatipathes alternata",5337.5,-173.5,21.5
"30376",9990,13,"Antipathes curvata",5337.5,-173.5,21.5
"30377",9990,13,"Bathypathes patula",5337.5,-173.5,21.5
"30378",9990,13,"Cirrhipathes anguina",5337.5,-173.5,21.5
"30379",9990,13,"Cirrhipathes spiralis",5337.5,-173.5,21.5
"30380",9990,13,"Dendropathes intermedia",5337.5,-173.5,21.5
"30381",9990,13,"Myriopathes ulex",5337.5,-173.5,21.5
"30382",9990,13,"Schizopathes affinis",5337.5,-173.5,21.5
"30383",9990,13,"Stauropathes staurocrada",5337.5,-173.5,21.5
"30384",9990,13,"Stichopathes spiessi",5337.5,-173.5,21.5
"30385",9990,13,"Trissopathes pseudotristicha",5337.5,-173.5,21.5
"30386",9990,13,"Trissopathes tristicha",5337.5,-173.5,21.5
"30387",9991,13,"Abyssopathes lyra",5035.75,-172.5,21.5
"30388",9991,13,"Alternatipathes alternata",5035.75,-172.5,21.5
"30389",9991,13,"Antipathes curvata",5035.75,-172.5,21.5
"30390",9991,13,"Bathypathes patula",5035.75,-172.5,21.5
"30391",9991,13,"Cirrhipathes anguina",5035.75,-172.5,21.5
"30392",9991,13,"Cirrhipathes spiralis",5035.75,-172.5,21.5
"30393",9991,13,"Dendropathes intermedia",5035.75,-172.5,21.5
"30394",9991,13,"Myriopathes ulex",5035.75,-172.5,21.5
"30395",9991,13,"Schizopathes affinis",5035.75,-172.5,21.5
"30396",9991,13,"Stauropathes staurocrada",5035.75,-172.5,21.5
"30397",9991,13,"Stichopathes spiessi",5035.75,-172.5,21.5
"30398",9991,13,"Trissopathes pseudotristicha",5035.75,-172.5,21.5
"30399",9991,13,"Trissopathes tristicha",5035.75,-172.5,21.5
"30400",9992,13,"Abyssopathes lyra",4860.25,-171.5,21.5
"30401",9992,13,"Alternatipathes alternata",4860.25,-171.5,21.5
"30402",9992,13,"Antipathes curvata",4860.25,-171.5,21.5
"30403",9992,13,"Bathypathes patula",4860.25,-171.5,21.5
"30404",9992,13,"Cirrhipathes anguina",4860.25,-171.5,21.5
"30405",9992,13,"Cirrhipathes spiralis",4860.25,-171.5,21.5
"30406",9992,13,"Dendropathes intermedia",4860.25,-171.5,21.5
"30407",9992,13,"Myriopathes ulex",4860.25,-171.5,21.5
"30408",9992,13,"Schizopathes affinis",4860.25,-171.5,21.5
"30409",9992,13,"Stauropathes staurocrada",4860.25,-171.5,21.5
"30410",9992,13,"Stichopathes spiessi",4860.25,-171.5,21.5
"30411",9992,13,"Trissopathes pseudotristicha",4860.25,-171.5,21.5
"30412",9992,13,"Trissopathes tristicha",4860.25,-171.5,21.5
"30413",9993,13,"Abyssopathes lyra",4846.5,-170.5,21.5
"30414",9993,13,"Alternatipathes alternata",4846.5,-170.5,21.5
"30415",9993,13,"Antipathes curvata",4846.5,-170.5,21.5
"30416",9993,13,"Bathypathes patula",4846.5,-170.5,21.5
"30417",9993,13,"Cirrhipathes anguina",4846.5,-170.5,21.5
"30418",9993,13,"Cirrhipathes spiralis",4846.5,-170.5,21.5
"30419",9993,13,"Dendropathes intermedia",4846.5,-170.5,21.5
"30420",9993,13,"Myriopathes ulex",4846.5,-170.5,21.5
"30421",9993,13,"Schizopathes affinis",4846.5,-170.5,21.5
"30422",9993,13,"Stauropathes staurocrada",4846.5,-170.5,21.5
"30423",9993,13,"Stichopathes spiessi",4846.5,-170.5,21.5
"30424",9993,13,"Trissopathes pseudotristicha",4846.5,-170.5,21.5
"30425",9993,13,"Trissopathes tristicha",4846.5,-170.5,21.5
"30426",9994,13,"Abyssopathes lyra",4884.25,-169.5,21.5
"30427",9994,13,"Alternatipathes alternata",4884.25,-169.5,21.5
"30428",9994,13,"Antipathes curvata",4884.25,-169.5,21.5
"30429",9994,13,"Bathypathes patula",4884.25,-169.5,21.5
"30430",9994,13,"Cirrhipathes anguina",4884.25,-169.5,21.5
"30431",9994,13,"Cirrhipathes spiralis",4884.25,-169.5,21.5
"30432",9994,13,"Dendropathes intermedia",4884.25,-169.5,21.5
"30433",9994,13,"Myriopathes ulex",4884.25,-169.5,21.5
"30434",9994,13,"Schizopathes affinis",4884.25,-169.5,21.5
"30435",9994,13,"Stauropathes staurocrada",4884.25,-169.5,21.5
"30436",9994,13,"Stichopathes spiessi",4884.25,-169.5,21.5
"30437",9994,13,"Trissopathes pseudotristicha",4884.25,-169.5,21.5
"30438",9994,13,"Trissopathes tristicha",4884.25,-169.5,21.5
"30439",9995,13,"Abyssopathes lyra",4832.25,-168.5,21.5
"30440",9995,13,"Alternatipathes alternata",4832.25,-168.5,21.5
"30441",9995,13,"Antipathes curvata",4832.25,-168.5,21.5
"30442",9995,13,"Bathypathes patula",4832.25,-168.5,21.5
"30443",9995,13,"Cirrhipathes anguina",4832.25,-168.5,21.5
"30444",9995,13,"Cirrhipathes spiralis",4832.25,-168.5,21.5
"30445",9995,13,"Dendropathes intermedia",4832.25,-168.5,21.5
"30446",9995,13,"Myriopathes ulex",4832.25,-168.5,21.5
"30447",9995,13,"Schizopathes affinis",4832.25,-168.5,21.5
"30448",9995,13,"Stauropathes staurocrada",4832.25,-168.5,21.5
"30449",9995,13,"Stichopathes spiessi",4832.25,-168.5,21.5
"30450",9995,13,"Trissopathes pseudotristicha",4832.25,-168.5,21.5
"30451",9995,13,"Trissopathes tristicha",4832.25,-168.5,21.5
"30452",9996,12,"Abyssopathes lyra",4837.25,-167.5,21.5
"30453",9996,12,"Alternatipathes alternata",4837.25,-167.5,21.5
"30454",9996,12,"Antipathes curvata",4837.25,-167.5,21.5
"30455",9996,12,"Bathypathes patula",4837.25,-167.5,21.5
"30456",9996,12,"Cirrhipathes anguina",4837.25,-167.5,21.5
"30457",9996,12,"Cirrhipathes spiralis",4837.25,-167.5,21.5
"30458",9996,12,"Dendropathes intermedia",4837.25,-167.5,21.5
"30459",9996,12,"Myriopathes ulex",4837.25,-167.5,21.5
"30460",9996,12,"Schizopathes affinis",4837.25,-167.5,21.5
"30461",9996,12,"Stauropathes staurocrada",4837.25,-167.5,21.5
"30462",9996,12,"Stichopathes spiessi",4837.25,-167.5,21.5
"30463",9996,12,"Trissopathes pseudotristicha",4837.25,-167.5,21.5
"30464",9997,12,"Abyssopathes lyra",4596,-166.5,21.5
"30465",9997,12,"Alternatipathes alternata",4596,-166.5,21.5
"30466",9997,12,"Antipathes curvata",4596,-166.5,21.5
"30467",9997,12,"Bathypathes patula",4596,-166.5,21.5
"30468",9997,12,"Cirrhipathes anguina",4596,-166.5,21.5
"30469",9997,12,"Cirrhipathes spiralis",4596,-166.5,21.5
"30470",9997,12,"Dendropathes intermedia",4596,-166.5,21.5
"30471",9997,12,"Myriopathes ulex",4596,-166.5,21.5
"30472",9997,12,"Schizopathes affinis",4596,-166.5,21.5
"30473",9997,12,"Stauropathes staurocrada",4596,-166.5,21.5
"30474",9997,12,"Stichopathes spiessi",4596,-166.5,21.5
"30475",9997,12,"Trissopathes pseudotristicha",4596,-166.5,21.5
"30476",9998,12,"Abyssopathes lyra",4729.75,-165.5,21.5
"30477",9998,12,"Alternatipathes alternata",4729.75,-165.5,21.5
"30478",9998,12,"Antipathes curvata",4729.75,-165.5,21.5
"30479",9998,12,"Bathypathes patula",4729.75,-165.5,21.5
"30480",9998,12,"Cirrhipathes anguina",4729.75,-165.5,21.5
"30481",9998,12,"Cirrhipathes spiralis",4729.75,-165.5,21.5
"30482",9998,12,"Dendropathes intermedia",4729.75,-165.5,21.5
"30483",9998,12,"Myriopathes ulex",4729.75,-165.5,21.5
"30484",9998,12,"Schizopathes affinis",4729.75,-165.5,21.5
"30485",9998,12,"Stauropathes staurocrada",4729.75,-165.5,21.5
"30486",9998,12,"Stichopathes spiessi",4729.75,-165.5,21.5
"30487",9998,12,"Trissopathes pseudotristicha",4729.75,-165.5,21.5
"30488",9999,12,"Abyssopathes lyra",4754.5,-164.5,21.5
"30489",9999,12,"Alternatipathes alternata",4754.5,-164.5,21.5
"30490",9999,12,"Antipathes curvata",4754.5,-164.5,21.5
"30491",9999,12,"Bathypathes patula",4754.5,-164.5,21.5
"30492",9999,12,"Cirrhipathes anguina",4754.5,-164.5,21.5
"30493",9999,12,"Cirrhipathes spiralis",4754.5,-164.5,21.5
"30494",9999,12,"Dendropathes intermedia",4754.5,-164.5,21.5
"30495",9999,12,"Myriopathes ulex",4754.5,-164.5,21.5
"30496",9999,12,"Schizopathes affinis",4754.5,-164.5,21.5
"30497",9999,12,"Stauropathes staurocrada",4754.5,-164.5,21.5
"30498",9999,12,"Stichopathes spiessi",4754.5,-164.5,21.5
"30499",9999,12,"Trissopathes pseudotristicha",4754.5,-164.5,21.5
"30500",10000,12,"Abyssopathes lyra",4694.25,-163.5,21.5
"30501",10000,12,"Alternatipathes alternata",4694.25,-163.5,21.5
"30502",10000,12,"Antipathes curvata",4694.25,-163.5,21.5
"30503",10000,12,"Bathypathes patula",4694.25,-163.5,21.5
"30504",10000,12,"Cirrhipathes anguina",4694.25,-163.5,21.5
"30505",10000,12,"Cirrhipathes spiralis",4694.25,-163.5,21.5
"30506",10000,12,"Dendropathes intermedia",4694.25,-163.5,21.5
"30507",10000,12,"Myriopathes ulex",4694.25,-163.5,21.5
"30508",10000,12,"Schizopathes affinis",4694.25,-163.5,21.5
"30509",10000,12,"Stauropathes staurocrada",4694.25,-163.5,21.5
"30510",10000,12,"Stichopathes spiessi",4694.25,-163.5,21.5
"30511",10000,12,"Trissopathes pseudotristicha",4694.25,-163.5,21.5
"30512",10001,12,"Abyssopathes lyra",4639.5,-162.5,21.5
"30513",10001,12,"Alternatipathes alternata",4639.5,-162.5,21.5
"30514",10001,12,"Antipathes curvata",4639.5,-162.5,21.5
"30515",10001,12,"Bathypathes patula",4639.5,-162.5,21.5
"30516",10001,12,"Cirrhipathes anguina",4639.5,-162.5,21.5
"30517",10001,12,"Cirrhipathes spiralis",4639.5,-162.5,21.5
"30518",10001,12,"Dendropathes intermedia",4639.5,-162.5,21.5
"30519",10001,12,"Myriopathes ulex",4639.5,-162.5,21.5
"30520",10001,12,"Schizopathes affinis",4639.5,-162.5,21.5
"30521",10001,12,"Stauropathes staurocrada",4639.5,-162.5,21.5
"30522",10001,12,"Stichopathes spiessi",4639.5,-162.5,21.5
"30523",10001,12,"Trissopathes pseudotristicha",4639.5,-162.5,21.5
"30524",10002,12,"Abyssopathes lyra",4594.25,-161.5,21.5
"30525",10002,12,"Alternatipathes alternata",4594.25,-161.5,21.5
"30526",10002,12,"Antipathes curvata",4594.25,-161.5,21.5
"30527",10002,12,"Bathypathes patula",4594.25,-161.5,21.5
"30528",10002,12,"Cirrhipathes anguina",4594.25,-161.5,21.5
"30529",10002,12,"Cirrhipathes spiralis",4594.25,-161.5,21.5
"30530",10002,12,"Dendropathes intermedia",4594.25,-161.5,21.5
"30531",10002,12,"Myriopathes ulex",4594.25,-161.5,21.5
"30532",10002,12,"Schizopathes affinis",4594.25,-161.5,21.5
"30533",10002,12,"Stauropathes staurocrada",4594.25,-161.5,21.5
"30534",10002,12,"Stichopathes spiessi",4594.25,-161.5,21.5
"30535",10002,12,"Trissopathes pseudotristicha",4594.25,-161.5,21.5
"30536",10003,13,"Abyssopathes lyra",3573.75,-160.5,21.5
"30537",10003,13,"Alternatipathes alternata",3573.75,-160.5,21.5
"30538",10003,13,"Antipathes curvata",3573.75,-160.5,21.5
"30539",10003,13,"Bathypathes patula",3573.75,-160.5,21.5
"30540",10003,13,"Cirrhipathes anguina",3573.75,-160.5,21.5
"30541",10003,13,"Cirrhipathes spiralis",3573.75,-160.5,21.5
"30542",10003,13,"Dendropathes intermedia",3573.75,-160.5,21.5
"30543",10003,13,"Myriopathes ulex",3573.75,-160.5,21.5
"30544",10003,13,"pseudocirrhipathes mapia",3573.75,-160.5,21.5
"30545",10003,13,"Schizopathes affinis",3573.75,-160.5,21.5
"30546",10003,13,"Stauropathes staurocrada",3573.75,-160.5,21.5
"30547",10003,13,"Stichopathes spiessi",3573.75,-160.5,21.5
"30548",10003,13,"Trissopathes pseudotristicha",3573.75,-160.5,21.5
"30549",10004,12,"Abyssopathes lyra",3119.75,-159.5,21.5
"30550",10004,12,"Alternatipathes alternata",3119.75,-159.5,21.5
"30551",10004,12,"Antipathes grandis",3119.75,-159.5,21.5
"30552",10004,12,"Bathypathes patula",3119.75,-159.5,21.5
"30553",10004,12,"Cirrhipathes anguina",3119.75,-159.5,21.5
"30554",10004,12,"Cirrhipathes spiralis",3119.75,-159.5,21.5
"30555",10004,12,"Dendropathes intermedia",3119.75,-159.5,21.5
"30556",10004,12,"Myriopathes ulex",3119.75,-159.5,21.5
"30557",10004,12,"Schizopathes affinis",3119.75,-159.5,21.5
"30558",10004,12,"Stauropathes staurocrada",3119.75,-159.5,21.5
"30559",10004,12,"Stichopathes spiessi",3119.75,-159.5,21.5
"30560",10004,12,"Trissopathes pseudotristicha",3119.75,-159.5,21.5
"30561",10005,12,"Abyssopathes lyra",2619.25,-158.5,21.5
"30562",10005,12,"Alternatipathes alternata",2619.25,-158.5,21.5
"30563",10005,12,"Antipathes grandis",2619.25,-158.5,21.5
"30564",10005,12,"Bathypathes patula",2619.25,-158.5,21.5
"30565",10005,12,"Cirrhipathes anguina",2619.25,-158.5,21.5
"30566",10005,12,"Cirrhipathes spiralis",2619.25,-158.5,21.5
"30567",10005,12,"Dendropathes intermedia",2619.25,-158.5,21.5
"30568",10005,12,"Myriopathes ulex",2619.25,-158.5,21.5
"30569",10005,12,"Schizopathes affinis",2619.25,-158.5,21.5
"30570",10005,12,"Stauropathes staurocrada",2619.25,-158.5,21.5
"30571",10005,12,"Stichopathes spiessi",2619.25,-158.5,21.5
"30572",10005,12,"Trissopathes pseudotristicha",2619.25,-158.5,21.5
"30573",10006,8,"Abyssopathes lyra",1469.999,-157.5,21.5
"30574",10006,8,"Alternatipathes alternata",1469.999,-157.5,21.5
"30575",10006,8,"Bathypathes patula",1469.999,-157.5,21.5
"30576",10006,8,"Cirrhipathes spiralis",1469.999,-157.5,21.5
"30577",10006,8,"Schizopathes affinis",1469.999,-157.5,21.5
"30578",10006,8,"Stauropathes staurocrada",1469.999,-157.5,21.5
"30579",10006,8,"Stichopathes spiessi",1469.999,-157.5,21.5
"30580",10006,8,"Trissopathes pseudotristicha",1469.999,-157.5,21.5
"30581",10007,7,"Abyssopathes lyra",4641.75,-156.5,21.5
"30582",10007,7,"Alternatipathes alternata",4641.75,-156.5,21.5
"30583",10007,7,"Bathypathes patula",4641.75,-156.5,21.5
"30584",10007,7,"Schizopathes affinis",4641.75,-156.5,21.5
"30585",10007,7,"Stichopathes spiessi",4641.75,-156.5,21.5
"30586",10007,7,"Trissopathes pseudotristicha",4641.75,-156.5,21.5
"30587",10007,7,"Trissopathes tetracrada",4641.75,-156.5,21.5
"30588",10008,7,"Abyssopathes lyra",5446.75,-155.5,21.5
"30589",10008,7,"Alternatipathes alternata",5446.75,-155.5,21.5
"30590",10008,7,"Bathypathes patula",5446.75,-155.5,21.5
"30591",10008,7,"Schizopathes affinis",5446.75,-155.5,21.5
"30592",10008,7,"Stichopathes spiessi",5446.75,-155.5,21.5
"30593",10008,7,"Trissopathes pseudotristicha",5446.75,-155.5,21.5
"30594",10008,7,"Trissopathes tetracrada",5446.75,-155.5,21.5
"30595",10009,7,"Abyssopathes lyra",4913.75,-154.5,21.5
"30596",10009,7,"Alternatipathes alternata",4913.75,-154.5,21.5
"30597",10009,7,"Bathypathes patula",4913.75,-154.5,21.5
"30598",10009,7,"Schizopathes affinis",4913.75,-154.5,21.5
"30599",10009,7,"Stichopathes spiessi",4913.75,-154.5,21.5
"30600",10009,7,"Trissopathes pseudotristicha",4913.75,-154.5,21.5
"30601",10009,7,"Trissopathes tetracrada",4913.75,-154.5,21.5
"30602",10010,6,"Abyssopathes lyra",4878,-153.5,21.5
"30603",10010,6,"Alternatipathes alternata",4878,-153.5,21.5
"30604",10010,6,"Bathypathes patula",4878,-153.5,21.5
"30605",10010,6,"Stichopathes spiessi",4878,-153.5,21.5
"30606",10010,6,"Trissopathes pseudotristicha",4878,-153.5,21.5
"30607",10010,6,"Trissopathes tetracrada",4878,-153.5,21.5
"30608",10011,6,"Abyssopathes lyra",5521,-152.5,21.5
"30609",10011,6,"Alternatipathes alternata",5521,-152.5,21.5
"30610",10011,6,"Bathypathes patula",5521,-152.5,21.5
"30611",10011,6,"Stichopathes spiessi",5521,-152.5,21.5
"30612",10011,6,"Trissopathes pseudotristicha",5521,-152.5,21.5
"30613",10011,6,"Trissopathes tetracrada",5521,-152.5,21.5
"30614",10012,6,"Abyssopathes lyra",5019.25,-151.5,21.5
"30615",10012,6,"Alternatipathes alternata",5019.25,-151.5,21.5
"30616",10012,6,"Bathypathes patula",5019.25,-151.5,21.5
"30617",10012,6,"Stichopathes spiessi",5019.25,-151.5,21.5
"30618",10012,6,"Trissopathes pseudotristicha",5019.25,-151.5,21.5
"30619",10012,6,"Trissopathes tetracrada",5019.25,-151.5,21.5
